decision_id,record_origin,supersedes_decision_id,report_time,data_cutoff,decision_for_date,horizon_days,scope,original_action,target_funds,position_size,up_probability,flat_probability,down_probability,thesis,trigger_conditions,invalidation_conditions,execution_deadline,expected_nav_date,evaluation_due_date,user_executed,actual_execution_time,actual_nav_date,actual_fee_cny,realized_outcome,actual_return_after_fee,modeled_advice_return_after_fee,hold_return_same_period,benchmark_return_same_period,advice_value_add_vs_hold,max_adverse_excursion,outcome_correct,evaluation_status,error_type,lesson,rule_change,reviewed_at,evidence_sources
DEC-20260714-EVENING-001,native_realtime,,2026-07-14T20:34:00+08:00,2026-07-14T20:34:00+08:00,2026-07-15,10,portfolio,no subscription; wait for 010004 submitted redemption confirmation; next open day only conditional structural review,010004;019024;006503;021894;007818;007339,010004 20% already submitted on 2026-07-14 if platform accepted; next-day incremental redemption 0% unless triggers fire,0.40,0.35,0.25,A-share close confirmed broad repair but semiconductor main-fund outflow and incomplete NAV disclosure keep tech holdings in review rather than add mode,SSE above 3900; advancers above 3500; electronic/communication main flow non-negative; total turnover above 2.6tn CNY; formal NAV and platform fee status confirmed,SSE loses 3900 with advancers below 1000 or semiconductor/electronic outflow expands above 30bn CNY; WAIC speech has no concrete policy and tech relative weakness resumes,2026-07-15T15:00:00+08:00,2026-07-15 for ordinary domestic OTC funds submitted before cutoff; QDII NAV lags by product calendar,2026-07-22,,,,,,,,,,,,,pending,,,,,reports/2026-07-14-基金晚报.docx;data/catalyst-ledger.csv;data/nav-history.csv;reports/2026-07-14-holding-technical-indicators.csv;https://qt.gtimg.cn/;https://push2.eastmoney.com/;https://www.pbc.gov.cn/;https://www.stats.gov.cn/sj/fbrc/bnxxfb/;https://www.fmprc.gov.cn/web/wjdt_674879/wsrc_674883/;https://www.shanghai.gov.cn/nw4411/20260708/ba4c8e75f2744b43a6080ebb82a3aab2.html
DEC-20260714-CXMT-GAME-001,native_realtime,DEC-20260714-EVENING-001,2026-07-14T22:40:54+08:00,2026-07-14T22:40:54+08:00,2026-07-15,6,semiconductor_and_tech_cluster,hold through opening noise; conditional redemption only at 14:30-14:45 after relative-strength breadth drawdown-from-high and money-flow confirmation,021894;010004;007818;019331,021894 redeem 33% about 549 shares on yellow confirmation; 50% about 831 shares on orange confirmation; 70%-100% about 1164-1662 shares only on cross-theme red confirmation; verify 010004 submitted 20% before any new request,0.40,0.30,0.30,The 8.66 yuan price was published after the A-share close and will first be traded on 2026-07-15; strategic-placement funding was already due on 2026-07-13 so institutional rotation may precede public T+2 payment; the highest-risk behavior is reacting to the opening move rather than the 14:30 structure,Yellow if equipment-materials underperform CSI300 by at least 1pp or retreat over 2pp from intraday high while large orders remain negative; orange if underperformance exceeds 2pp with distribution; red only if communication and cloud also underperform and market advancers fall below 1000,Cancel redemption if equipment-materials outperform CSI300 by at least 1pp at 14:30 stay within 0.8pp of intraday high breadth exceeds 60% and large-order outflow narrows or reverses; platform fee status or redeemable shares conflict,2026-07-15T15:00:00+08:00,2026-07-15 if an ordinary domestic OTC request is accepted before platform cutoff,2026-07-20,,,,,,,,,,,,,superseded_reviewed,,该预案在7月15日盘中被午报和终检连续修订;未形成独立执行结果;原始概率保留且不计入胜率样本,,2026-07-20T23:59:00+08:00,reports/2026-07-15-长鑫虹吸风险行动卡.md;https://www.yicai.com/brief/103274896.html;https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12437279&stockid=
DEC-20260715-NOON-001,native_realtime,,2026-07-15T12:05:00+08:00,2026-07-15T11:59:44+08:00,2026-07-15,3,portfolio,wait now; conditional semiconductor-overlap redemption before cutoff only if 14:45 weakness persists,021894;010004;006503;007818;019331;019024,0% now; 021894 33% on yellow/orange semiconductor confirmation; 021894 50% plus 007818 20% only if spread to communication; no subscription,0.25,0.45,0.30,"SSE stays above 3900 and Hong Kong is positive, but STAR50 and semiconductor fund estimates show CXMT-related tech rotation; treat as structural risk, not account-wide liquidation",14:45 semiconductor-equipment/materials weaker than CSI300 by >2pp and large-order flow remains negative; upgrade if communication weaker by >1.5pp or advancers<1000,SSE holds above 3900; semiconductor-equipment/materials recover to within 1pp of CSI300 or turn stronger; communication/cloud stabilize; platform fee/status conflicts,2026-07-15T15:00:00+08:00,2026-07-15 if ordinary domestic OTC redemption is accepted before actual platform cutoff; QDII follows product calendar,2026-07-18,,,,,,,,,,,,,superseded_reviewed,,午报等待方案被14时修正版和14时57分终检替代;不以最终结果倒推修改原始判断;不计入执行样本,,2026-07-20T23:59:00+08:00,reports/2026-07-15-基金午报.docx;reports/2026-07-15-长鑫虹吸风险行动卡.md;data/catalyst-ledger.csv;data/nav-history.csv;https://qt.gtimg.cn/;https://fundgz.1234567.com.cn/;https://www.pbc.gov.cn/;https://www.fmprc.gov.cn/;https://www.shanghai.gov.cn/
DEC-20260715-REVISED-1408-001,native_realtime,DEC-20260715-NOON-001,2026-07-15T14:12:00+08:00,2026-07-15T14:10:00+08:00,2026-07-15,3,portfolio,wait now; no subscription; redeem 20% of 021894 before cutoff only on joint technology-spread confirmation at 14:45,021894,"0% now; conditional redemption 20% available shares, modeled 332.45 shares; subscription 0 CNY",0.20,0.35,0.45,"Semiconductor equipment materially underperforms CSI300 and weakness has spread to communication and AI, but SSE remains above 3900, advancers exceed decliners, and semiconductor equipment has bounced from the intraday low; wait until joint breakdown confirmation rather than sell from loss aversion or panic.","At 14:45 semiconductor-equipment ETF <=-6.5% and underperforms CSI300 by >=6pp; communication ETF <=-2.5% or AI ETF <=-3%; and semiconductor-equipment ETF within 0.8% of intraday low with negative active-volume imbalance, or market advancers <1800.","At 14:45 semiconductor-equipment loss narrows inside -5%; communication or AI recovers near CSI300; advancers remain >2500; platform fee, available shares, redemption status, or cutoff conflicts.",2026-07-15T15:00:00+08:00; target completion before 14:50; actual platform cutoff prevails,2026-07-15 if accepted before actual platform cutoff; otherwise next open day,2026-07-20,,,,,,,,,,,,,superseded_reviewed,,14时修正版被14时45分和14时57分终检替代;原始阈值保留用于过程审计;不计入执行样本,,2026-07-20T23:59:00+08:00,reports/2026-07-15-基金午报-14时修正版.docx;https://qt.gtimg.cn/;https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData;https://fundgz.1234567.com.cn/;https://cdn.efunds.com.cn/owch/data/bulletin/20250919/;data/nav-history.csv;data/catalyst-ledger.csv
DEC-20260715-FINAL-1445-001,native_realtime,DEC-20260715-REVISED-1408-001,2026-07-15T14:47:00+08:00,2026-07-15T14:46:07+08:00,2026-07-15,1,portfolio,wait; cancel prepared redemption; no subscription,021894,0% redemption; 0 CNY subscription,0.25,0.45,0.30,"The 14:40 joint technology-spread trigger was invalidated by the predeclared 14:45 recovery: semiconductor equipment narrowed from -6.96% to about -6.38%, communication from -2.82% to -2.31%, AI to -2.35%, while advancers reached 3319 and SSE remained above 3900. This is a structural semiconductor drawdown, not a market-wide liquidity break.",Hold today because at 14:45 semiconductor-equipment was not <=-6.5%; communication was not <=-2.5%; AI was not <=-3%; advancers were >2500. Reassess next open day if semiconductor relative weakness and large-order outflow persist.,"Before actual platform cutoff, semiconductor-equipment returns to <=-6.5% and communication <=-2.5% or AI <=-3%, with semiconductor-equipment within 0.8% of the low and negative active-volume imbalance; or SSE<3900 and advancers<1000.",2026-07-15T15:00:00+08:00; actual platform cutoff prevails,No order; not applicable,2026-07-20,,,,,,,,,,,,,superseded_reviewed,,14时45分取消申请的结论在14时57分因预设条件重新触发而被替代;原记录保留且不计入执行样本,,2026-07-20T23:59:00+08:00,https://qt.gtimg.cn/;https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData;https://data.eastmoney.com/zjlx/;reports/2026-07-15-基金午报-14时修正版.docx
DEC-20260715-FINAL-1457-002,native_realtime,DEC-20260715-FINAL-1445-001,2026-07-15T15:02:00+08:00,2026-07-15T15:01:08+08:00,2026-07-15,1,semiconductor_overlap,At 14:57 submit redemption of 20% of 021894 only if platform still explicitly showed expected 2026-07-15 NAV date; otherwise wait next open day; no subscription,021894,"20% available shares, modeled 332.45 shares; all other funds 0%; subscription 0 CNY",0.20,0.35,0.45,"The predeclared joint technology-spread trigger reappeared at 14:57 and persisted to close: semiconductor-equipment ETF -6.84%, communication ETF -2.69%, AI ETF -2.69%, equipment within 0.8% of intraday low with negative active-volume imbalance. SSE -0.29% and 3350 advancers show structural technology deleveraging rather than market-wide failure.",At 14:57 semiconductor-equipment ETF <=-6.5%; communication ETF <=-2.5%; equipment within 0.8% of low and active-volume imbalance negative; platform still accepts request for expected 2026-07-15 NAV date.,Platform no longer explicitly shows expected 2026-07-15 NAV date; cutoff passed; available shares or fee preview conflicts; do not backdate or submit after cutoff assuming same-day NAV.,2026-07-15T15:00:00+08:00; actual platform cutoff prevails,2026-07-15 only if accepted before actual cutoff; otherwise no order and reassess next open day,2026-07-20,yes,2026-07-15T14:59:00+08:00,,,已确认赎回350份;实际确认净值和费用未补录;按预期7月15日净值至7月20日净值做模型比较,,-0.005000,-0.173195,-0.035573,0.168195,,yes_directionally,partially_resolved_pending_actual_nav_and_fee,data_quality,7月15日结构性减仓方向正确且相对不操作显著降低后续暴露;但实际确认净值和费用缺失所以只能报告模型增益且不得算作完整胜率样本,,2026-07-20T23:58:00+08:00,https://qt.gtimg.cn/;https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData;https://fundgz.1234567.com.cn/js/021894.js;data/catalyst-ledger.csv;data/transactions.csv;data/nav-history.csv;reports/2026-07-20-基金晚复盘.md
DEC-20260716-NOON-001,native_realtime,,2026-07-16T12:24:00+08:00,2026-07-16T12:05:00+08:00,2026-07-16,3,portfolio,wait now; no subscription; only conditional 15% redemption of 019024 on confirmed system-wide break before cutoff,019024,0% now; conditional 15% of 019024 = 89.60 shares; subscription 0 CNY,0.25,0.45,0.30,"Semiconductor hardware remains weak, but 3281 advancers, SSE recovery from 3902.70, and inflows to software/media/consumer/medical indicate sector rotation rather than system-wide withdrawal; yesterday's 350-share 021894 application already completed one risk-reduction tranche.",At 14:45 SSE<3900 and not recovered; advancers<1000; Eastmoney electronic main outflow>300bn CNY; platform confirms fee/status and same-day NAV application,Any system-wide trigger fails; electronic outflow narrows from noon; breadth stays above 1800; semiconductor/communication relative weakness improves; platform fee/status/cutoff conflicts,2026-07-16T15:00:00+08:00; target submit by 14:50; actual platform cutoff prevails,2026-07-16 only if accepted before actual cutoff; otherwise wait next open day,2026-07-21,,,,,,,,,,,,,pending,,,,,reports/2026-07-16-基金午报.docx;data/nav-history.csv;data/transactions.csv;data/catalyst-ledger.csv;https://qt.gtimg.cn/;https://data.eastmoney.com/bkzj/;https://www.stats.gov.cn/;https://investor.tsmc.com/english/quarterly-results/2026/q2
DEC-20260716-REVISED-1430-001,native_realtime,DEC-20260716-NOON-001,2026-07-16T14:20:00+08:00,2026-07-16T14:12:00+08:00,2026-07-16,3,portfolio,wait now; move final decision check from 14:45 to 14:30; no subscription; conditional 15% redemption of 019024 only if all three system-break conditions hold at 14:30,019024,0% now; conditional 15% of 019024 = 89.60 shares; subscription 0 CNY,0.15,0.40,0.45,"SSE has fallen below 3900 and semiconductor and communication remain materially weak despite TSMC results above guidance; however 2658 stocks still advance and electronic main outflow is about 224bn CNY, so the market has not met the predefined system-wide break test. Advancing the final check reduces last-minute OTC execution risk without loosening evidence thresholds.",At 14:30 SSE<3900 and not recovered; advancers<1000; Eastmoney electronic main outflow>300bn CNY; all three must hold; platform confirms fee/status and same-day NAV application,Any one of the three system-break conditions fails; platform fee/status/cutoff conflicts; 021894 prior redemption remains unconfirmed,2026-07-16T15:00:00+08:00; final decision at 14:30; target submit by 14:35; actual platform cutoff prevails,2026-07-16 only if accepted before actual cutoff; otherwise wait next open day,2026-07-21,,,,,,,,,,,,,pending,,User requested earlier final check after prior-day 14:57 execution left insufficient margin.,No permanent threshold change; 2026-07-16 execution-time override only.,,reports/2026-07-16-基金午报.docx;data/decision-journal.csv;https://qt.gtimg.cn/;https://vip.stock.finance.sina.com.cn/mkt/;https://quote.eastmoney.com/bk/90.BK1201.html;https://investor.tsmc.com/english/quarterly-results/2026/q2
DEC-20260716-SECTOR-REDUCE-1430-002,native_realtime,DEC-20260716-REVISED-1430-001,2026-07-16T14:28:00+08:00,2026-07-16T14:27:00+08:00,2026-07-16,3,semiconductor_overlap,At 14:30 redeem 15% of remaining available shares of 021894 if the sector-break conditions still hold; no subscription and no other redemption,021894,15% of remaining available shares; modeled 196.84 shares if prior 350-share order has reduced available shares to 1312.26; subscription 0 CNY,0.15,0.35,0.50,"The market-wide break test is not met because breadth remains above 2500 advancers, but the semiconductor-specific break is confirmed: the semiconductor ETF is down 5.44% and only about 0.17% above its intraday low, communication is down 3.69%, electronic main outflow is about 267bn CNY and worsening, and the held semiconductor fund lost about 6.12% on the prior official NAV day. Strong TSMC results did not reverse local hardware selling, indicating domestic risk-budget withdrawal rather than a sudden collapse in global semiconductor demand.",At 14:30 semiconductor ETF<=-5.0% and within 0.8% of intraday low; communication ETF<=-3.0% or Eastmoney electronic main outflow>250bn CNY; platform confirms redeemable shares fee and expected 2026-07-16 NAV date,"At 14:30 semiconductor ETF narrows above -5.0% or rebounds more than 0.8% from the intraday low; communication recovers above -3.0% and electronic main outflow narrows below 250bn CNY; platform fee exceeds expected 0.5% model or NAV date/status conflicts",2026-07-16T15:00:00+08:00; final decision at 14:30; target submit by 14:35; actual platform cutoff prevails,2026-07-16 only if accepted before actual cutoff; otherwise wait next open day,2026-07-21,,,,,,,,,,,,,pending,,System-wide breadth does not invalidate a sector-specific breakdown; separate portfolio liquidation thresholds from theme-risk reduction thresholds.,2026-07-16 one-day sector-specific execution override pending review; no permanent parameter change.,,data/decision-journal.csv;data/transactions.csv;reports/2026-07-16-基金午报.docx;https://qt.gtimg.cn/;https://vip.stock.finance.sina.com.cn/mkt/;https://quote.eastmoney.com/bk/90.BK1201.html;https://investor.tsmc.com/english/quarterly-results/2026/q2
DEC-20260717-NOON-001,native_realtime,,2026-07-17T12:03:00+08:00,2026-07-17T11:30:00+08:00,2026-07-17,3,portfolio,"Wait until 14:30; no subscription; conditionally redeem 15% of 007818 if lunch-like weakness persists; redeem 20% on confirmed break; do not redeem more 021894 or 010004",007818,"0% now; baseline conditional 15%=72.04 shares; confirmed break or strong repair without funds 20%=96.05 shares; strong repair with funds 10%=48.02 shares; subscription 0 CNY",0.20,0.45,0.35,"Market breadth is near systemic failure with 1064 advancers and 4368 decliners; electronic main outflow is about 303.77bn CNY and communication ETF is down about 7.86% near its low. Prior confirmed reductions already cut 021894 by 32.91% and 010004 by 20%, so the next risk tranche should target previously uncut and weaker communication overlap rather than repeatedly sell semiconductor.","At 14:30 lunch-like weakness persists with communication<=-7% and within 1.5% of low for 15%; upgrade to 20% if SSE<3806 and not recovered plus advancers<1000 plus electronic main outflow>300bn CNY; platform confirms redeemable shares fee and expected 2026-07-17 NAV date","Cancel baseline reduction if SSE recovers 3835 plus advancers>2200 plus electronic outflow narrows within 220bn CNY plus communication rebounds more than 2.5% from low; always cancel if platform status fee cutoff NAV date or shares conflict",2026-07-17T15:00:00+08:00; primary decision at 14:30; target submit by 14:35; actual platform cutoff prevails,2026-07-17 only if accepted before actual cutoff; otherwise wait next open day,2026-07-21,,,,,,,,,,,,,pending,,,,,reports/2026-07-17-基金午报.md;data/nav-history.csv;data/transactions.csv;data/catalyst-ledger.csv;https://qt.gtimg.cn/;https://vip.stock.finance.sina.com.cn/mkt/;https://push2.eastmoney.com/;https://paper.cnstock.com/html/2026-07/17/content_2245542.htm;https://investor.tsmc.com/english/quarterly-results/2026/q2
