decision_id,record_origin,supersedes_decision_id,report_time,data_cutoff,decision_for_date,horizon_days,scope,original_action,target_funds,position_size,up_probability,flat_probability,down_probability,thesis,trigger_conditions,invalidation_conditions,execution_deadline,expected_nav_date,evaluation_due_date,user_executed,actual_execution_time,actual_nav_date,actual_fee_cny,realized_outcome,actual_return_after_fee,modeled_advice_return_after_fee,hold_return_same_period,benchmark_return_same_period,advice_value_add_vs_hold,max_adverse_excursion,outcome_correct,evaluation_status,error_type,lesson,rule_change,reviewed_at,evidence_sources
DEC-20260717-FINAL-1439-001,native_realtime,DEC-20260717-NOON-001,2026-07-17T14:39:00+08:00,2026-07-17T14:39:15+08:00,2026-07-17,1,portfolio,submit structural redemption before cutoff; no subscription and no other redemption,007818,redeem 20% available shares; modeled 96.05 shares; subscription 0 CNY,0.10,0.25,0.65,"14:37-14:39 checks confirmed broad risk-off: SSE below 3806, advancers below 1000, Eastmoney electronic main outflow above 300bn CNY, communication equipment main outflow deeply negative; keep action to the one noon-selected uncut communication overlap fund because product status and account history warnings remain unresolved",SSE<3806; A-share advancers<1000; electronic main outflow>300bn CNY; communication ETF<=-7%; platform confirms redeemable shares fee and expected 2026-07-17 NAV date before actual cutoff,"Cancel if platform cutoff passed, expected NAV date is not 2026-07-17, redemption unavailable, available shares materially differ, preview fee exceeds expected model, or before submission SSE recovers 3835 with advancers>2200 and electronic outflow narrows within 220bn CNY",2026-07-17T15:00:00+08:00; target submit by 14:45; actual platform cutoff prevails,2026-07-17 only if accepted before actual platform cutoff; otherwise next open day,2026-07-21,,,,,,,,,,,,,pending,,"Separate main-fund flow from price proxies; today price breadth and verified Eastmoney industry flow jointly confirmed a risk-off break, but ETF price distance from low prevented expanding beyond the noon single-fund cap.",No permanent rule change; 2026-07-17 final check applies existing noon thresholds.,,reports/2026-07-17-基金午报.md;data/decision-journal.csv;https://qt.gtimg.cn/;https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData;https://emdatah5.eastmoney.com/dc/ZJLX/getZJLXData;https://emdatah5.eastmoney.com/dc/ZJLX/getZDYLBData;https://push2.eastmoney.com/api/qt/clist/get
DEC-20260720-NOON-001,native_realtime,,2026-07-20T12:08:00+08:00,2026-07-20T11:53:00+08:00,2026-07-20,3,portfolio,午间等待且不申购;14:45仅在半导体行业破位三项同时成立时赎回易方达半导体材料设备ETF联接C剩余份额10%;系统性扩散时15%;其他基金等待,021894,午间0%;条件赎回10%=111.53份;系统性条件15%=167.29份;申购0元,0.30,0.45,0.25,沪深300和港股修复但半导体逆势下跌且电子资金仍流出;资金从电子硬件向权重计算机云医药轮动;电子流出116.40亿元和2817家上涨不支持全市场清仓;目标基金此前已累计降低32.91%,14:45电子主力净流出>150亿元且半导体相对沪深300落后>3个百分点且目标基金盘中估算<=-3.0%并接近日低时赎回10%;上证<3780且不能收复上涨<1500电子流出>200亿元通信和计算机均转负时赎回15%;平台确认状态费率份额净值日,电子转净流入且半导体相对落后收窄到1个百分点内上涨>3500;或任一平台状态费率截止时间净值日份额冲突,2026-07-20T15:00:00+08:00;14:30初检;14:45终检;目标14:50前提交;平台实际截止时间优先,2026-07-20仅限平台实际截止前受理;否则下一开放日,2026-07-23,,,,,,,,,,,,,pending,,指数修复必须与行业相对强弱和资金确认分开;已大幅减过的主题基金后续只做小档条件风控,No permanent parameter change; same-day sector-specific overlay; sample below review gate.,,reports/2026-07-20-基金午报.md;data/nav-history.csv;data/holdings.csv;data/transactions.csv;data/catalyst-ledger.csv;https://qt.gtimg.cn/;https://push2.eastmoney.com/api/qt/clist/get;https://fundgz.1234567.com.cn/;https://www.chinamoney.com.cn/r/cms/www/chinamoney/data/currency/bk-lpr.json;https://www.nhsa.gov.cn/art/2026/7/14/art_14_21423.html;https://www.cac.gov.cn/2026-07/11/c_1785427830619328.htm;https://www.nda.gov.cn/sjj/swdt/xwfb/0717/20260717115449476539496_pc.html
DEC-20260720-USER-PLAN-001,user_declared_plan,,2026-07-20T12:21:00+08:00,2026-07-20T12:21:00+08:00,2026-07-21,30,portfolio_scope_not_yet_disambiguated,今天可以不卖;2026-07-21计划至少清80%的仓;约一个月后再考虑接回,scope_unspecified_by_user,planned redemption at least 80%; not executed,,,,用户判断当前风险值得用一个月空仓期规避;该判断尚未由代理认可为全账户最优方案,用户表述为明日一定执行;未提供市场触发条件,未提供;代理建议至少保留平台状态费率净值日和市场范围复核,2026-07-21T15:00:00+08:00; platform actual cutoff prevails,2026-07-21 only if accepted before actual platform cutoff; otherwise next open day,2026-08-21,no,,,,,,,,,,,,planned_not_executed,,必须区分全账户80%与高重叠科技仓80%;一个月是时间计划而非再入场证据,No permanent parameter change; user plan recorded without treating it as execution.,,user_message_in_current_thread
DEC-20260720-USER-PLAN-REV1-002,user_declared_plan,DEC-20260720-USER-PLAN-001,2026-07-20T12:25:00+08:00,2026-07-20T12:25:00+08:00,2026-07-21,30,domestic_high_overlap_technology,保留易方达沪深300ETF联接C和华泰柏瑞中证沪港深云计算产业ETF联接C;2026-07-21计划清理境内高重叠科技仓至少80%;云计算考虑条件加仓;约一个月后再评估其他科技接回,021894;010004;007818;019024;006503;021528;024481;016371;preserve:007339;019331,technology-bucket planned redemption at least 80%; cloud subscription amount pending confirmation; not executed,,,,用户接受宽基与科技分开管理;认为境内半导体电子重叠趋势风险高;云计算相对强势可保留,明日平台截止前复核;云计算加仓需价格资金与平台状态确认,境内科技出现资金广度相对强弱共同修复;平台费率状态份额净值日冲突;云计算高开追涨或资金转负,2026-07-21T15:00:00+08:00; platform actual cutoff prevails,2026-07-21 only if accepted before actual platform cutoff; otherwise next open day,2026-08-21,no,,,,,,,,,,,,planned_not_executed,,将长鑫相关境内硬件风险与沪深300海外科技云应用分开;云计算强势不等于可无条件追涨,No permanent parameter change; revised user plan recorded without execution.,,user_message_in_current_thread;reports/2026-07-20-基金午报.md;reports/2026-07-12-holding-intake.md
DEC-20260720-RECHECK-1418-001,native_realtime,DEC-20260720-NOON-001,2026-07-20T14:20:00+08:00,2026-07-20T14:18:00+08:00,2026-07-20,1,semiconductor_overlap,现在准备赎回;14:30若当前半导体破位条件持续则截止前赎回易方达半导体材料设备ETF联接C剩余份额10%;若系统性扩散四项全满足升级15%;其他基金不卖;不申购云计算,021894,conditional 10%=111.53 shares; systemic 15%=167.29 shares; all other redemption 0%; subscription 0 CNY,0.05,0.20,0.75,上证约3756跌破午间3780红线;上涨1377家;电子净流出233.35亿元;半导体跌7.24%且目标基金估算-5.16%;但计算机仍净流入18.32亿元且沪深300仍微涨所以执行小档行业风控而非全账户清仓,14:30电子主力净流出>200亿元;半导体相对沪深300落后>5个百分点;目标基金估算<=-4.5%并接近日低;10%档要求上述持续;15%档另要求上证<3780上涨<1500通信和计算机均转净流出,14:30上证收复3800或上涨>2200或电子流出收窄到150亿元以内或目标基金估算收窄到-3%以内;平台状态费率份额净值日冲突,2026-07-20T15:00:00+08:00; target submit by 14:35 after 14:30 check; platform actual cutoff prevails,2026-07-20 only if accepted before actual platform cutoff; otherwise next open day,2026-07-23,,,,,,,,,,,,,pending,,午间板块轮动可在午后转为广度恶化;预设14:30复核必须允许修正等待结论但只按已声明档位执行,No permanent parameter change; same-day recheck supersedes noon wait state.,,reports/2026-07-20-基金午报.md;data/catalyst-ledger.csv;https://qt.gtimg.cn/;https://push2.eastmoney.com/api/qt/clist/get;https://fundgz.1234567.com.cn/
DEC-20260720-RECHECK-1437-002,native_realtime,DEC-20260720-RECHECK-1418-001,2026-07-20T14:38:00+08:00,2026-07-20T14:37:43+08:00,2026-07-20,1,semiconductor_overlap,半导体14:30条件已触发;平台实际截止前提交赎回易方达半导体材料设备ETF联接C剩余份额10%;不扩大到15%;其他不卖不买,021894,redeem 10%=111.53 shares; all other redemption 0%; subscription 0 CNY,0.03,0.12,0.85,上证3752.58且反抽回落;可比样本上涨1478家;电子净流出267.19亿元;半导体跌8.75%相对沪深300落后8.88个百分点;目标基金估算-7.63%;但计算机仍净流入9.91亿元所以系统扩散仅3/4不升级15%,电子主力净流出>200亿元;半导体相对沪深300落后>5个百分点;目标基金估算<=-4.5%并接近日低;条件全部持续,提交前电子流出收窄到150亿元以内或目标基金估算收窄到-3%以内或平台状态费率份额净值日冲突,2026-07-20T15:00:00+08:00; submit immediately after platform preview; platform actual cutoff prevails,2026-07-20 only if accepted before actual platform cutoff; otherwise next open day,2026-07-23,,,,,,,,,,,,,pending,,行业专项红线可触发小档降仓;系统红线未全满足时不追跌放大,No permanent parameter change; same-day trigger execution record.,,reports/2026-07-20-基金午报.md;https://qt.gtimg.cn/;https://push2.eastmoney.com/api/qt/clist/get;https://fundgz.1234567.com.cn/
DEC-20260720-EVENING-001,native_realtime,DEC-20260720-RECHECK-1437-002,2026-07-20T23:55:00+08:00,2026-07-20T23:55:00+08:00,2026-07-21,4,domestic_technology_overlap,下一开放日不申购并按14:30修复强度结构性降低境内重叠科技仓;强修复只减最弱主动基金20%;部分修复减八只重叠基金50%;弱势延续减八只80%;不卖沪深300和沪港深云计算及QDII,021894;010004;021528;007818;019024;024481;016371;006503,强修复档约赎回财通成长优选混合C等四只最弱主动基金20%合计估值944元;部分修复档八只各50%合计估值6848元;弱势延续档八只各80%合计估值10957元;逐只仅在平台费率不高于0.5%且可赎回时提交,0.35,0.25,0.40,长鑫缴款日没有带来半导体修复;电子大额流出与价格下跌及市场广度共同验证;18只实际持仓全部低于MA20;但计算机和沪港深云计算相对强且美股存储人工智能硬件晚间上涨所以判断为结构性降仓而非账户级清仓,强修复要求7月21日14:30半导体材料设备相对沪深300强至少1.5个百分点且电子资金转正且上涨超过3500家且上证高于3800并距日高不超过0.8%;部分修复为满足2至3项;弱势延续为只满足0至1项或半导体落后超过2个百分点且电子净流出超过1000亿元且上涨少于1800家,平台费率超过0.5%或赎回状态及份额冲突则该基金不提交;若四项强修复全部成立则取消50%至80%档;若长鑫正式上市日期或规则新公告改变事件窗口则重算,2026-07-21T14:50:00+08:00;平台实际截止时间优先,2026-07-21仅限平台在实际截止前受理;否则顺延下一开放日,2026-07-24,,,,,,,,,,,,,,,,,,reports/2026-07-20-基金晚复盘.md;reports/2026-07-20-holding-technical-indicators.csv;data/nav-history.csv;data/catalyst-ledger.csv;data/transactions.csv;https://qt.gtimg.cn/;https://push2.eastmoney.com/api/qt/clist/get;https://finance.ifeng.com/c/8uurNBeIdEW;https://www.cac.gov.cn/2026-07/11/c_1785427830619328.htm;https://paper.cnstock.com/html/2026-07/20/content_2246330.htm
REV-20260721-DEC-20260716-SECTOR-001,review_followup,DEC-20260716-SECTOR-REDUCE-1430-002,2026-07-22T03:25:00+08:00,2026-07-21T15:00:00+08:00,2026-07-16,3,semiconductor_overlap,复核7月16日半导体行业专项减仓,021894,已确认实际赎回197份但成交净值与费用仍缺失,,,,7月16日至20日基金正式净值先下跌约11.15%后于7月21日强反弹;减仓降低了中途不利波动但期末收益落后不操作,,,,,2026-07-21,yes,,,,账本确认赎回197份;实际确认净值和费用未知;按7月16日至21日正式净值做模型比较,,-0.005000,0.018291,0.009018,-0.023291,-0.111451,no_at_final_horizon_but_reduced_interim_mae,partially_resolved_pending_actual_nav_and_fee,technical_signal_failure,破位风控可降低路径回撤但不保证评估日收益;以后同时报告期末收益和最大不利波动,No permanent rule change; sample incomplete and below gate.,2026-07-22T03:25:00+08:00,data/transactions.csv;data/nav-history.csv;reports/2026-07-16-基金午报.md;reports/2026-07-21-holding-technical-indicators.csv
REV-20260721-DEC-20260717-FINAL-001,review_followup,DEC-20260717-FINAL-1439-001,2026-07-22T03:25:00+08:00,2026-07-21T15:00:00+08:00,2026-07-17,1,communication_overlap,复核7月17日通信基金20%结构性减仓建议,007818,用户是否执行未知;按建议模型赎回20%,,,,7月17日至20日仅小幅继续下跌约1.32%后7月21日反弹;截至评估日卖出模型落后不操作,,,,,2026-07-21,unknown,,,,未在交易账本发现该笔确认记录;不假定执行;按正式净值仅做建议模型比较,,-0.005000,0.062827,0.043040,-0.067827,-0.013211,no_directionally,partially_resolved_model_only_execution_unknown,technical_signal_failure,单日系统性破位后的追加减仓若主题已连续超跌可能面临反弹成本;执行未知时不得计入实际收益,No permanent rule change; wait for execution evidence and more samples.,2026-07-22T03:25:00+08:00,data/transactions.csv;data/nav-history.csv;reports/2026-07-17-基金午报.md
REV-20260721-DEC-20260720-EVENING-001,review_followup,DEC-20260720-EVENING-001,2026-07-22T03:25:00+08:00,2026-07-21T12:40:00+08:00,2026-07-21,4,domestic_technology_overlap,复核7月20日晚报50%至80%分档,021894;010004;021528;007818;019024;024481;016371;006503,旧方案在7月21日午间获知用户前日已自行减仓40%后被覆盖,,,,7月21日收盘满足旧方案四项修复中的三项;但午报已用已报告的40%减仓重定义剩余仓位并明确不重复应用旧50%至80%档,,,,,2026-07-24,unknown,,,,不评分旧档执行结果;旧方案在截止前被午报正式覆盖,,,,,,,not_scored_superseded,superseded_by_20260721_midday_after_user_execution_update,,获知已发生的减仓后必须先重建仓位基数;旧比例不能机械套用到剩余仓位,No permanent rule change; supersession was information-driven.,2026-07-22T03:25:00+08:00,data/decision-journal.csv;data/transactions.csv;reports/2026-07-20-基金晚复盘.md
REV-20260721-DEC-20260721-MIDDAY-001,review_followup,DEC-20260721-MIDDAY-1235-001,2026-07-22T03:25:00+08:00,2026-07-21T15:00:00+08:00,2026-07-21,3,domestic_technology_overlap_after_user_reduction,复核7月21日午报等待与严重回落才减20%方案,021894,当日模型为0%赎回和0元申购;用户额外20%计划明确未执行,,,,收盘半导体显著强于沪深300;电子资金为正;上证高于3800并接近高点;上涨2871家;修复四项满足三项且严重回落四项零项,,,,,2026-07-24,no,,,,午报的附加赎回触发未成立;等待符合预设规则;最终收益仍待7月24日,,,,,,,process_correct_trigger_not_met,same_day_process_review_horizon_pending,,阈值化等待避免在暴力修复日重复减仓;但仍需第二日和第三日持续性验证,No permanent rule change; final outcome pending.,2026-07-22T03:25:00+08:00,data/decision-journal.csv;data/nav-history.csv;https://qt.gtimg.cn/;https://m.21jingji.com/article/20260721/herald/a7352bdd45690b7f5ef0696bf8919e8f.html
DEC-20260721-EVENING-001,native_realtime,DEC-20260721-MIDDAY-1235-001,2026-07-22T03:25:00+08:00,2026-07-22T02:51:00+08:00,2026-07-22,3,portfolio,下一开放日不做无条件申购或赎回;继续持有;只在14:30四项严重反转全部成立时赎回易方达半导体材料设备ETF联接C平台剩余份额20%;其他基金不动,021894,无条件赎回0%;条件赎回平台显示剩余份额20%;申购0元,0.42,0.28,0.30,A股收盘形成价格资金成交额强修复且美股盘中存储代工光通信继续上涨;但上涨广度未达3500家且16只在持产品低于MA20;前一日用户报告已对五只高重叠科技基金各减40%但未入账;因此不追涨也不重复卖出,7月22日14:30上证<3820且不能收复;上涨家数<1800;电子行业算法主力净流出>100亿元;半导体材料设备相对沪深300落后>2个百分点;四项必须同时成立;平台确认费率不高于0.5%且预计净值日为7月22日,任一严重反转条件不成立;电子资金非负;半导体相对沪深300强至少1.5个百分点;上涨超过3500家;平台份额费率状态截止时间或预计净值日冲突,2026-07-22T15:00:00+08:00;14:30检查并目标14:40前提交;平台实际截止时间优先,2026-07-22仅限平台实际截止前受理;否则等待下一开放日,2026-07-24,,,,,,,,,,,,,pending,,单日暴力反弹只够取消追杀式减仓;第二日资金与相对强弱确认才决定是否进入趋势修复,No permanent rule change; one-day post-shock continuation rule and unresolved transaction base.,,reports/2026-07-21-基金晚复盘.md;reports/2026-07-21-holding-technical-indicators.csv;data/nav-history.csv;data/transactions.csv;data/catalyst-ledger.csv;https://qt.gtimg.cn/;https://m.21jingji.com/article/20260721/herald/a7352bdd45690b7f5ef0696bf8919e8f.html;https://www.sse.com.cn/disclosure/announcement/listing/;https://www.cac.gov.cn/2026-07/11/c_1785427830619328.htm
DEC-20260722-NOON-001,native_realtime,DEC-20260721-EVENING-001,2026-07-22T11:52:00+08:00,2026-07-22T11:38:00+08:00,2026-07-22,3,portfolio,现在等待;不申购不追加赎回;仅三项严重破位同时成立时赎回010004平台剩余份额10%,010004,0% now; conditional 10% of platform remaining shares; subscription 0 CNY,0.45,0.30,0.25,半导体连续第二日上午相对沪深300强2.74个百分点且电子净流入85.52亿元;但上涨1733家低于下跌3332家且通信净流出13.39亿元;属于结构修复而非全面趋势反转;用户前一日已报告相关仓位减40%所以不重复套用20%-30%规则,At 14:45 SSE<3820 and cannot recover; A-share advancers<1000; electronic algorithm main outflow>30bn CNY; all three together; platform confirms redeemable balance fee<=0.5% and expected NAV date 2026-07-22,Any severe condition absent; SSE>=3860; electronic flow nonnegative; semiconductor outperforms CSI300 by>=1.5pp; platform cutoff status fee or balance conflicts,2026-07-22T15:00:00+08:00; target final decision by 14:45 and submit by 14:50; actual platform cutoff prevails,2026-07-22 only if accepted before actual cutoff; otherwise next open day,2026-07-27,,,,,,,,,,,,,pending,,Do not stack a new risk reduction rule on top of a user-reported 40% reduction until actual remaining shares are reconciled,No permanent parameter change; replace intraday SSE 3900 with 3820 only for 2026-07-22 because 3900 would classify a rising near-high market as broken,,reports/2026-07-22-基金午报.md;data/nav-history.csv;data/transactions.csv;data/catalyst-ledger.csv;https://qt.gtimg.cn/;https://push2delay.eastmoney.com/api/qt/clist/get;https://stcn.com/article/detail/4033545.html;https://www.cac.gov.cn/2026-07/11/c_1785427830619328.htm
REV-20260722-DEC-20260716-SECTOR-001,review_followup,DEC-20260716-SECTOR-REDUCE-1430-002,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-16,3,semiconductor_equipment,复核7月16日半导体材料设备减仓15%;不构成新交易建议,021894,confirmed user-reported 197 shares; actual NAV and fee unknown,,,,按7月16日与7月21日正式净值比较模型卖出与持有;同时记录期间最大不利波动,,,,,2026-07-21,yes,,,,用户确认197份赎回;实际成交净值和费用未补录,,-0.005000,0.018291,0.009018,-0.023291,-0.111452,no_end_horizon,partially_resolved_pending_actual_nav_and_fee,position_sizing_or_fee,减仓降低期间不利波动但评估日期末落后不操作2.33个百分点;不能用风险降低冒充收益创造,No permanent parameter change; sample remains incomplete,2026-07-22T11:52:00+08:00,data/transactions.csv;data/nav-history.csv;reports/2026-07-22-基金午报.md
REV-20260722-DEC-20260717-FINAL-001,review_followup,DEC-20260717-FINAL-1439-001,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-17,3,communication_overlap,复核7月17日通信基金减仓20%;不构成新交易建议,007818,model 20% available shares; user execution unknown,,,,按7月17日与7月21日正式净值比较,,,,,2026-07-21,unknown,,,,用户执行未知;按模型卖出切片评估,,-0.005000,0.062824,0.043039,-0.067824,-0.013210,no,resolved_model_actual_unknown,technical_signal_failure,去杠杆信号后出现急反弹;评估日模型落后不操作6.78个百分点,No permanent parameter change; wait for 10 resolved samples,2026-07-22T11:52:00+08:00,data/nav-history.csv;data/transactions.csv;reports/2026-07-22-基金午报.md
REV-20260722-DEC-20260719-PREVIEW-001,review_followup,DEC-20260719-MONDAY-PREVIEW-001,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-20,2,technology_overlap,复核7月20日条件减仓;不构成新交易建议,019024;007818,model chooses only one: 019024 15% or 007818 20%; user reported broader 40% reductions but exact mapping unknown,,,,7月20日弱势触发后下一正式净值日发生急反弹,,,,,2026-07-22,unknown,,,,用户报告广泛减仓40%但具体基金份额净值费率未知;实际费用后结果不可算,,-0.005000,,0.028881,,,no,resolved_model_range_actual_unknown,technical_signal_failure,若选择019024则卖出切片相对不操作约少10.40个百分点;若选择007818则约少8.21个百分点;模型低估超跌反弹先验,No permanent parameter change; separate first-day break from second-day rebound after sample gate,2026-07-22T11:52:00+08:00,data/nav-history.csv;data/transactions.csv;reports/2026-07-22-基金午报.md
REV-20260722-DEC-20260717-REVISED-001,review_followup,DEC-20260717-REVISED-1440-002,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-17,3,communication_overlap,复核7月17日把通信减仓上限提高到30%的临时建议;被终检替代,007818,superseded; not independently scored,,,,后续终检覆盖该临时记录,,,,,2026-07-22,unknown,,,,不独立评分,,,,,,,not_scored,superseded_reviewed,,同一时点被终检替代的临时建议不重复计入胜率,No permanent parameter change,2026-07-22T11:52:00+08:00,data/decision-journal.csv;reports/2026-07-22-基金午报.md
REV-20260722-DEC-20260716-NOON-001,review_followup,DEC-20260716-NOON-001,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-16,3,technology_overlap,复核7月16日午间条件建议;被14:30修正版替代,019024,superseded; not independently scored,,,,后续14:30记录覆盖午间条件,,,,,2026-07-21,unknown,,,,不独立评分,,,,,,,not_scored,superseded_reviewed,,被同日更晚决策替代的条件建议只做过程审计,No permanent parameter change,2026-07-22T11:52:00+08:00,data/decision-journal.csv;reports/2026-07-22-基金午报.md
REV-20260722-DEC-20260716-RECHECK-001,review_followup,DEC-20260716-REVISED-1430-001,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-16,3,technology_overlap,复核7月16日14:30条件建议;被半导体专项决策替代,019024,superseded; not independently scored,,,,同日实际执行对象改为半导体材料设备,,,,,2026-07-21,unknown,,,,不独立评分,,,,,,,not_scored,superseded_reviewed,,同日多个条件方案必须只保留最终实际对象作为样本,No permanent parameter change,2026-07-22T11:52:00+08:00,data/decision-journal.csv;reports/2026-07-22-基金午报.md
REV-20260722-DEC-20260717-NOON-001,review_followup,DEC-20260717-NOON-001,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-17,3,communication_overlap,复核7月17日午间条件建议;被终检替代,007818,superseded; not independently scored,,,,后续终检覆盖午间方案,,,,,2026-07-21,unknown,,,,不独立评分,,,,,,,not_scored,superseded_reviewed,,只用终检方案评价方向和费用后价值,No permanent parameter change,2026-07-22T11:52:00+08:00,data/decision-journal.csv;reports/2026-07-22-基金午报.md
REV-20260722-DEC-20260714-EVENING-001,review_followup,DEC-20260714-EVENING-001,2026-07-22T11:52:00+08:00,2026-07-21T23:59:00+08:00,2026-07-15,5,portfolio,复核7月14日晚间等待方案;被7月15日实时决策替代,010004;019024;006503;021894;007818;007339,no incremental order under this record,,,,后续7月15日实时判断和实际交易覆盖该记录,,,,,2026-07-22,unknown,,,,不独立评分;模型与完全不操作相同,,,,,,,not_scored,superseded_reviewed,,被后续实时决策替代的晚间预案不重复计入胜率,No permanent parameter change,2026-07-22T11:52:00+08:00,data/decision-journal.csv;reports/2026-07-22-基金午报.md
